iter	Logloss
693	0.1210415199
694	0.1209863675
695	0.1209439197
696	0.1209193571
697	0.1208491437
698	0.1208204835
699	0.1207854114
700	0.1207571897
701	0.1207167755
702	0.1206765858
703	0.1206495874
704	0.1205908968
705	0.1205704919
706	0.1205245136
707	0.12047009
708	0.1204327584
709	0.1204138666
710	0.1203760729
711	0.1202833616
712	0.1201777651
713	0.1201391295
714	0.1200933478
715	0.1200450678
716	0.1200012088
717	0.1199707168
718	0.1199245787
719	0.1198733415
720	0.1198349112
721	0.1198054749
722	0.1197316901
723	0.1196803306
724	0.1196089939
725	0.1195462009
726	0.1194646405
727	0.1194351723
728	0.1193970834
729	0.1193721336
730	0.1193215495
731	0.1192764376
732	0.1192356786
733	0.1191689201
734	0.1191465395
735	0.1191003503
736	0.1190146205
737	0.1189678469
738	0.118907679
739	0.1188761432
740	0.1188048921
741	0.1187623581
742	0.1187279243
743	0.118666661
744	0.1186133367
745	0.1185566976
746	0.1185258738
747	0.1184941147
748	0.1184517706
749	0.1183976347
750	0.1183632439
751	0.1182371113
752	0.1181978878
753	0.1181664976
754	0.1181346379
755	0.1180853511
756	0.1180073473
757	0.1179692073
758	0.1179317631
759	0.1179041286
760	0.1178444016
761	0.1178097543
762	0.1177758428
763	0.1177594665
764	0.1176641621
765	0.1176233163
766	0.1175417252
767	0.1175141701
768	0.1174622585
769	0.11742521
770	0.1173695159
771	0.1173274299
772	0.1172785317
773	0.1172441704
774	0.1172194544
775	0.1171273049
776	0.1170584424
777	0.1170189206
778	0.1169700381
779	0.116946299
780	0.1169163765
781	0.1169029984
782	0.1168283235
783	0.1167959069
784	0.1167558441
785	0.1167107157
786	0.1166803551
787	0.1166422031
788	0.1165666238
789	0.1165393727
790	0.1165024265
791	0.1164379559
792	0.1163921844
793	0.1163453817
794	0.1163031067
795	0.1162737588
796	0.1161923643
797	0.1161435113
798	0.1161119356
799	0.1160862966
800	0.1160323047
801	0.1160109941
802	0.1159702021
803	0.1159433977
804	0.115844484
805	0.1157576265
806	0.1157283518
807	0.1156389462
808	0.1156051601
809	0.1155686437
810	0.1155281777
811	0.1155016662
812	0.1154630648
813	0.1154270533
814	0.1153985131
815	0.1153758504
816	0.1153352954
817	0.1152890586
818	0.115243596
819	0.1152221296
820	0.1151601789
821	0.1151078483
822	0.1150674141
823	0.1150261795
824	0.1149987029
825	0.1149566769
826	0.1149267074
827	0.1148933424
828	0.1148547244
829	0.1148209861
830	0.1147858186
831	0.1147578076
832	0.1147387052
833	0.1146994503
834	0.1146414281
835	0.1146067332
836	0.1145875525
837	0.1145412433
838	0.1145013202
839	0.1144329508
840	0.1144053875
841	0.1143802713
842	0.1143335191
843	0.1142824151
844	0.1142713675
845	0.1142041176
846	0.1141653577
847	0.1141195725
848	0.1140877443
849	0.1140421264
850	0.1139657666
851	0.1139354567
852	0.1138905521
853	0.1138785156
854	0.1138274933
855	0.1137777032
856	0.1137440066
857	0.1137104424
858	0.1136763603
859	0.1136436664
860	0.1136311947
861	0.1135779371
862	0.1135017849
863	0.1134625476
864	0.1134384876
865	0.1134063084
866	0.1133716935
867	0.1133414996
868	0.1132934102
869	0.1132181997
870	0.1131869507
871	0.1131444444
872	0.1130999942
873	0.1130611783
874	0.1130048317
875	0.1129755069
876	0.1129598496
877	0.1129175757
878	0.1128923439
879	0.1128485116
880	0.1127768751
881	0.112669073
882	0.1126387746
883	0.1125967519
884	0.112565706
885	0.1125133435
886	0.1124681823
887	0.1124297723
888	0.1123909742
889	0.1123114461
890	0.1122448844
891	0.1121937252
892	0.1121643501
893	0.1121244083
894	0.1120761061
895	0.1120414548
896	0.1119980263
897	0.111974965
898	0.1119140615
899	0.1118904925
900	0.1118690194
901	0.1118029619
902	0.1117646939
903	0.1117394832
904	0.1116751501
905	0.1116498345
906	0.111593957
907	0.1115641298
908	0.1115044706
909	0.1114640519
910	0.1114356604
911	0.111395786
912	0.1113590647
913	0.1113399201
914	0.111302361
915	0.1112456687
916	0.1112027857
917	0.1111262178
918	0.111081401
919	0.1110511043
920	0.1110072511
921	0.1109574916
922	0.1109275341
923	0.1108757056
924	0.1108405216
925	0.1107738193
926	0.1107326402
927	0.1106951422
928	0.1106613936
929	0.1106176037
930	0.1105811639
931	0.1105526477
932	0.1105219358
933	0.1104988597
934	0.1104231159
935	0.1103743457
936	0.1103446855
937	0.1102930439
938	0.110255031
939	0.1101833527
940	0.1101461746
941	0.1101063915
942	0.1100535081
943	0.1100284972
944	0.1099685354
945	0.1098836141
946	0.1098560595
947	0.1098151697
948	0.1097729387
949	0.1097229166
950	0.1096893403
951	0.1096445289
952	0.1096110847
953	0.1095742462
954	0.1095397485
955	0.1095119128
956	0.1094818255
957	0.1094432176
958	0.1093863489
959	0.1093650326
960	0.1093002935
961	0.1092498531
962	0.1092041338
963	0.1091518557
964	0.1091198563
965	0.1090657603
966	0.1089976035
967	0.1089465395
968	0.108918865
969	0.1088918699
970	0.1088652044
971	0.1088353063
972	0.1088025428
973	0.1087482444
974	0.1087125454
975	0.1086728687
976	0.108635276
977	0.1086171644
978	0.1085652043
979	0.108529958
980	0.108490322
981	0.1084598533
982	0.1084165385
983	0.1084004938
984	0.1083636364
985	0.108335722
986	0.1083151413
987	0.1082768073
988	0.1082300692
989	0.1082099178
990	0.1081797855
991	0.1081061127
992	0.1080641831
993	0.1080198381
994	0.1079836963
995	0.1079475655
996	0.107923687
997	0.1078793824
998	0.1078565177
999	0.1078314743
